YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,LocationID,TopicID,QuestionID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2021,2021,WA,Washington,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,,%,Crude Prevalence,35.3,35.3,,,33.7,36.9,Sex,Male,,,,,POINT (-120.47001078999972 47.52227862900048),53,CVD,CVD04,,CRDPREV,SEX,SEXM,,,,
2019,2019,DC,District of Columbia,BRFSS,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-77.036871 38.907192),11,ART,ART06,,AGEADJPREV,RACE,MRC,,,,
2022,2022,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,,%,Crude Prevalence,3.6,3.6,,,2.7,4.8,Age,Age 18-44,,,,,POINT (-97.52107021399968 35.47203135600046),40,COPD,COPD01,,CRDPREV,AGE,AGE1844,,,,
2019,2019,OR,Oregon,ACS,Social Determinants of Health,Unemployment rate among people 16 years and older in the labor force,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-120.15503132599969 44.56744942400047),41,SDOH,SDH08,,CRDPREV,RACE,AIAN,,,,
2022,2022,NE,Nebraska,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,19.3,19.3,,,17.2,21.7,Age,Age 18-44,,,,,POINT (-99.36572062299967 41.6410409880005),31,DIS,DIS01,,CRDPREV,AGE,AGE1844,,,,
2019,2019,SD,South Dakota,BRFSS,Health Status,Frequent physical distress among adults,,%,Crude Prevalence,8.5,8.5,,,6.2,11.5,Age,Age 18-44,,,,,POINT (-100.3735306369997 44.353130053000484),46,HEA,HEA03,,CRDPREV,AGE,AGE1844,,,,
2020,2020,NH,New Hampshire,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older",,"cases per 1,000",Crude Rate,50.62,50.62,,,49.22,52.01,Sex,Male,,,,,POINT (-71.50036091999965 43.65595011300047),33,COPD,COPD03,,CRDRATE,SEX,SEXM,,,,
2022,2022,MI,Michigan,BRFSS,Social Determinants of Health,Lack of social and emotional support needed among adults,,%,Crude Prevalence,,,#,No data available for this indicator because the module was not used by the state or territory,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-84.71439026999968 44.6613195430005),26,SDOH,SDH07,,CRDPREV,RACE,ASN,,,,
2020,2020,CO,Colorado,BRFSS,Oral Health,Six or more teeth lost among adults aged 65 years and older,,%,Crude Prevalence,52.1,52.1,,,37.0,66.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-106.13361092099967 38.843840757000464),8,ORH,ORH02,,CRDPREV,RACE,BLK,,,,
2022,2022,ND,North Dakota,BRFSS,Oral Health,Six or more teeth lost among adults aged 65 years and older,,%,Crude Prevalence,31.9,31.9,,,29.2,34.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),38,ORH,ORH02,,CRDPREV,RACE,WHT,,,,
2019,2019,CA,California,YRBSS,Sleep,Short sleep duration among high school students,,%,Crude Prevalence,66.4,66.4,,,58.2,73.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-120.99999953799971 37.63864012300047),6,SLEP,SLP02,,CRDPREV,RACE,WHT,,,,
2021,2021,TN,Tennessee,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,Number,Number,15467.0,15467.0,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-85.77449091399967 35.68094058000048),47,CVD,CVD09,,NMBR,RACE,WHT,,,,
2020,2020,SD,South Dakota,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),46,COPD,COPD01,,CRDPREV,RACE,HAPI,,,,
2019,2019,VA,Virginia,ACS,Social Determinants of Health,Unemployment rate among people 16 years and older in the labor force,,%,Crude Prevalence,6.4,6.4,,,5.6,7.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-78.45789046299967 37.54268067400045),51,SDOH,SDH08,,CRDPREV,RACE,BLK,,,,
2015,2019,SD,South Dakota,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,111.9,111.9,,,72.7,162.3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),46,CAN,CAN08,,AGEADJRATE,RACE,BLK,,,,
2021,2021,US,United States,BRFSS,Health Status,Recent activity limitation among adults,,Number,Crude Mean,2.6,2.6,,,2.6,2.7,Age,Age 18-44,,,,,,59,HEA,HEA04,,CRDMEAN,AGE,AGE1844,,,,
2021,2021,MS,Mississippi,BRFSS,Tobacco,Current cigarette smoking among adults,,%,Crude Prevalence,19.5,19.5,,,17.5,21.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-89.53803082499968 32.745510099000455),28,TOB,TOB04,,CRDPREV,RACE,WHT,,,,
2022,2022,VA,Virginia,BRFSS,Tobacco,Quit attempts in the past year among adult current smokers,,%,Crude Prevalence,,,#,No data available for this indicator because the module was not used by the state or territory,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-78.45789046299967 37.54268067400045),51,TOB,TOB06,,CRDPREV,RACE,BLK,,,,
2022,2022,VI,Virgin Islands,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,,Number,Crude Median,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Age,Age 45-64,,,,,POINT (-64.896335 18.335765),78,ALC,ALC04,,CRDMEDN,AGE,AGE4564,,,,
2020,2020,UT,Utah,BRFSS,Disability,Adults with any disability,,%,Age-adjusted Prevalence,32.3,32.3,,,23.8,42.2,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-111.58713063499971 39.360700171000474),49,DIS,DIS01,,AGEADJPREV,RACE,MRC,,,,
2019,2019,WI,Wisconsin,BRFSS,Arthritis,Physical inactivity among adults with arthritis,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),55,ART,ART05,,CRDPREV,RACE,MRC,,,,
2019,2019,MI,Michigan,BRFSS,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,,%,Crude Prevalence,13.6,13.6,,,12.3,15.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-84.71439026999968 44.6613195430005),26,ART,ART07,,CRDPREV,RACE,WHT,,,,
2022,2022,ID,Idaho,BRFSS,Arthritis,Arthritis among adults,,%,Crude Prevalence,22.7,22.7,,,21.0,24.4,Sex,Male,,,,,POINT (-114.3637300419997 43.682630005000476),16,ART,ART01,,CRDPREV,SEX,SEXM,,,,
2022,2022,AL,Alabama,BRFSS,Oral Health,Six or more teeth lost among adults aged 65 years and older,,%,Crude Prevalence,39.6,39.6,,,35.9,43.4,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),1,ORH,ORH02,,CRDPREV,OVERALL,OVR,,,,
2020,2020,CA,California,BRFSS,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-120.99999953799971 37.63864012300047),6,COPD,COPD02,,CRDPREV,RACE,ASN,,,,
2022,2022,OR,Oregon,BRFSS,Mental Health,Frequent mental distress among adults,,%,Age-adjusted Prevalence,22.3,22.3,,,20.4,24.4,Sex,Female,,,,,POINT (-120.15503132599969 44.56744942400047),41,MEN,MEN05,,AGEADJPREV,SEX,SEXF,,,,
2019,2019,MD,Maryland,BRFSS,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,,%,Crude Prevalence,14.9,14.9,,,12.7,17.5,Sex,Male,,,,,POINT (-76.60926011099963 39.29058096400047),24,ART,ART07,,CRDPREV,SEX,SEXM,,,,
2019,2019,NJ,New Jersey,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,,%,Age-adjusted Prevalence,,,*,No data available,,,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),34,CVD,CVD02,,AGEADJPREV,OVERALL,OVR,,,,
2020,2020,SC,South Carolina,NVSS,Asthma,"Asthma mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,2.5,2.5,,,1.7,3.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),45,AST,AST01,,AGEADJRATE,RACE,BLK,,,,
2022,2022,WI,Wisconsin,BRFSS,Immunization,Influenza vaccination among adults,,%,Age-adjusted Prevalence,35.1,35.1,,,29.5,41.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),55,IMM,IMM01,,AGEADJPREV,RACE,BLK,,,,
2021,2022,CO,Colorado,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,,%,Crude Prevalence,17.3,17.3,,,15.9,18.9,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),8,CHC,CHC04,,CRDPREV,OVERALL,OVR,,,,
2020,2020,TX,Texas,BRFSS,Health Status,Average recent physically unhealthy days among adults,,Number,Crude Mean,3.3,3.3,,,3.0,3.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-99.42677020599967 31.827240407000488),48,HEA,HEA02,,CRDMEAN,RACE,WHT,,,,
2019,2019,US,United States,BRFSS,Arthritis,Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis,,%,Crude Prevalence,18.1,18.1,,,16.8,19.5,Race/Ethnicity,"Black, non-Hispanic",,,,,,59,ART,ART07,,CRDPREV,RACE,BLK,,,,
2019,2019,CO,Colorado,BRFSS,Health Status,Recent activity limitation among adults,,Number,Crude Mean,2.1,2.1,,,1.7,2.4,Race/Ethnicity,Hispanic,,,,,POINT (-106.13361092099967 38.843840757000464),8,HEA,HEA04,,CRDMEAN,RACE,HIS,,,,
2021,2021,UT,Utah,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,,%,Crude Prevalence,39.1,39.1,,,37.0,41.2,Age,Age 45-64,,,,,POINT (-111.58713063499971 39.360700171000474),49,CVD,CVD03,,CRDPREV,AGE,AGE4564,,,,
2020,2020,DE,Delaware,NIS,"Nutrition, Physical Activity, and Weight Status",Infants who were exclusively breastfed through 6 months,,%,Crude Prevalence,21.9,21.9,,,16.3,28.9,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),10,NPAW,NPW11,,CRDPREV,OVERALL,OVR,,,,
2021,2021,TN,Tennessee,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-85.77449091399967 35.68094058000048),47,SDOH,SDH09,,AGEADJPREV,RACE,ASN,,,,
2019,2020,AL,Alabama,BRFSS,Cognitive Health and Caregiving,Discussed symptoms of subjective cognitive decline with a health care professional among adults aged 45 years and older with subjective cognitive decline,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,Hispanic,,,,,POINT (-86.63186076199969 32.84057112200048),1,CHC,CHC02,,CRDPREV,RACE,HIS,,,,
2019,2019,SC,South Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,,%,Age-adjusted Prevalence,31.9,31.9,,,20.6,45.8,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-81.04537120699968 33.998821303000454),45,NPAW,NPW14,,AGEADJPREV,RACE,AIAN,,,,
2020,2020,TN,Tennessee,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,"cases per 1,000",Crude Rate,40.24,40.24,,,38.7,41.79,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-85.77449091399967 35.68094058000048),47,CVD,CVD06,,CRDRATE,RACE,BLK,,,,
2021,2021,CA,California,YRBSS,"Nutrition, Physical Activity, and Weight Status",Obesity among high school students,,%,Crude Prevalence,,,*,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-120.99999953799971 37.63864012300047),6,NPAW,NPW13,,CRDPREV,RACE,WHT,,,,
2020,2020,OR,Oregon,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-120.15503132599969 44.56744942400047),41,COPD,COPD01,,AGEADJPREV,RACE,MRC,,,,
2015,2019,MN,Minnesota,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,Number,Number,102.0,102.0,,,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,CAN,CAN08,,NMBR,RACE,AIAN,,,,
2020,2020,NH,New Hampshire,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,,%,Age-adjusted Prevalence,63.9,63.9,,,48.3,77.0,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),33,SDOH,SDH12,,AGEADJPREV,RACE,AIAN,,,,
2016,2020,WA,Washington,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,14.2,14.2,,,11.0,18.0,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-120.47001078999972 47.52227862900048),53,CAN,CAN01,,AGEADJRATE,RACE,AIAN,,,,
2020,2020,IL,Illinois,PRAMS,Mental Health,Postpartum depressive symptoms among women with a recent live birth,,%,Crude Prevalence,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),17,MEN,MEN03,,CRDPREV,RACE,HAPI,,,,
2021,2021,IL,Illinois,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",,"cases per 100,000",Crude Rate,2.1,2.1,,,1.9,2.4,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),17,DIA,DIA04,,CRDRATE,OVERALL,OVR,,,,
2022,2022,IN,Indiana,BRFSS,Oral Health,Six or more teeth lost among adults aged 65 years and older,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),18,ORH,ORH02,,AGEADJPREV,RACE,AIAN,,,,
2019,2019,AK,Alaska,YRBSS,Tobacco,Current electronic vapor product use among high school students,,%,Crude Prevalence,28.9,28.9,,,22.0,37.0,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-147.72205903599973 64.84507995700051),2,TOB,TOB02,,CRDPREV,RACE,MRC,,,,
2019,2019,MN,Minnesota,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",,Number,Number,101.0,101.0,,,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),27,CVD,CVD06,,NMBR,RACE,AIAN,,,,
2016,2020,MO,Missouri,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-92.56630005299968 38.635790776000476),29,CAN,CAN02,,CRDRATE,RACE,AIAN,,,,
2021,2021,NV,Nevada,YRBSS,"Nutrition, Physical Activity, and Weight Status",Consumed vegetables less than one time daily among high school students,,%,Crude Prevalence,,,*,No data available,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-117.07184056399967 39.493240390000494),32,NPAW,NPW03,,CRDPREV,RACE,ASN,,,,
2020,2020,MT,Montana,BRFSS,Oral Health,All teeth lost among adults aged 65 years and older,,%,Age-adjusted Prevalence,12.7,12.7,,,10.1,15.9,Sex,Male,,,,,POINT (-109.42442064499971 47.06652897200047),30,ORH,ORH03,,AGEADJPREV,SEX,SEXM,,,,
2020,2020,RI,Rhode Island,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),44,IMM,IMM02,,AGEADJPREV,RACE,BLK,,,,
2020,2020,LA,Louisiana,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,Number,Number,2300.0,2300.0,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),22,COPD,COPD05,,NMBR,OVERALL,OVR,,,,
2019,2019,FL,Florida,NVSS,Asthma,"Asthma mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,AST,AST01,,AGEADJRATE,RACE,ASN,,,,
2021,2021,ME,Maine,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,,%,Crude Prevalence,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-68.98503133599962 45.254228894000505),23,TOB,TOB05,,CRDPREV,RACE,MRC,,,,
2019,2019,ND,North Dakota,YRBSS,"Nutrition, Physical Activity, and Weight Status",Obesity among high school students,,%,Crude Prevalence,16.5,16.5,,,13.6,19.8,Sex,Male,,,,,POINT (-100.11842104899966 47.47531977900047),38,NPAW,NPW13,,CRDPREV,SEX,SEXM,,,,
2022,2022,KY,Kentucky,BRFSS,Social Determinants of Health,Lack of reliable transportation in the past 12 months among adults,,%,Age-adjusted Prevalence,7.5,7.5,,,6.3,8.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),21,SDOH,SDH06,,AGEADJPREV,RACE,WHT,,,,
2022,2022,NH,New Hampshire,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,,%,Age-adjusted Prevalence,30.0,30.0,,,28.1,32.0,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),33,NPAW,NPW14,,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,MO,Missouri,ACS,Social Determinants of Health,Unemployment rate among people 16 years and older in the labor force,,%,Crude Prevalence,3.9,3.9,,,3.5,4.5,Sex,Female,,,,,POINT (-92.56630005299968 38.635790776000476),29,SDOH,SDH08,,CRDPREV,SEX,SEXF,,,,
2019,2019,VA,Virginia,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,"cases per 100,000",Crude Rate,60.5,60.5,,,58.2,62.8,Sex,Female,,,,,POINT (-78.45789046299967 37.54268067400045),51,DIA,DIA03,,CRDRATE,SEX,SEXF,,,,
2022,2022,NV,Nevada,BRFSS,Oral Health,Six or more teeth lost among adults aged 65 years and older,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-117.07184056399967 39.493240390000494),32,ORH,ORH02,,AGEADJPREV,RACE,BLK,,,,
2020,2020,NY,New York,BRFSS,Immunization,Pneumococcal vaccination among adults aged 65 years and older,,%,Crude Prevalence,46.6,46.6,,,37.7,55.6,Race/Ethnicity,Hispanic,,,,,POINT (-75.54397042699964 42.82700103200045),36,IMM,IMM04,,CRDPREV,RACE,HIS,,,,
2020,2020,UT,Utah,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",,"cases per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-111.58713063499971 39.360700171000474),49,DIA,DIA04,,CRDRATE,RACE,HIS,,,,
2019,2019,NY,New York,YRBSS,Tobacco,Current electronic vapor product use among high school students,,%,Crude Prevalence,19.7,19.7,*,No data available,16.4,23.5,Grade,Grade 9,,,,,POINT (-75.54397042699964 42.82700103200045),36,TOB,TOB02,,CRDPREV,GRADE,GRD9,,,,
2020,2020,FL,Florida,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,IMM,IMM02,,CRDPREV,RACE,AIAN,,,,
2019,2019,PA,Pennsylvania,BRFSS,Arthritis,Work limitation due to arthritis among adults aged 18-64 years with arthritis,,%,Crude Prevalence,36.6,36.6,,,29.0,44.8,Age,Age 18-44,,,,,POINT (-77.86070029399963 40.79373015200048),42,ART,ART04,,CRDPREV,AGE,AGE1844,,,,
2020,2020,FL,Florida,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,,%,Crude Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,COPD,COPD01,,CRDPREV,RACE,HAPI,,,,
2021,2022,WV,West Virginia,BRFSS,Cognitive Health and Caregiving,Subjective cognitive decline among adults aged 45 years and older,,%,Crude Prevalence,,,#,No data available for this indicator because the module was not used by the state or territory,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-80.71264013499967 38.66551020200046),54,CHC,CHC01,,CRDPREV,RACE,BLK,,,,
